Text,Label
"Product is okay, works as described but nothing exceptional.",Neutral
"Very disappointing purchase, not worth the price.",Negative
"The packaging was fine, but the product doesn't feel as premium as advertised.",Neutral
Great build quality and fast delivery.,Positive
"The shoes fit well, but the delivery took longer than expected.",Neutral
This phone's battery lasts all day and the camera quality is amazing.,Positive
"Very disappointing purchase, not worth the price.",Negative
"The blender is powerful, easy to clean, and worth every penny.",Positive
The smartwatch is stylish and very accurate with fitness tracking.,Positive
"Average quality, neither too good nor too bad.",Neutral
"The shoes fit well, but the delivery took longer than expected.",Neutral
"Average quality, neither too good nor too bad.",Neutral
Great build quality and fast delivery.,Positive
The sound quality is bad and the battery drains fast.,Negative
The sound quality is bad and the battery drains fast.,Negative
"The packaging was fine, but the product doesn't feel as premium as advertised.",Neutral
It meets my expectations but didn't exceed them.,Neutral
The smartwatch is stylish and very accurate with fitness tracking.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
"Product is okay, works as described but nothing exceptional.",Neutral
This phone's battery lasts all day and the camera quality is amazing.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
"Average quality, neither too good nor too bad.",Neutral
Excellent quality headphones with crystal clear sound.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
"Poor quality fabric, started tearing after one wash.",Negative
Great build quality and fast delivery.,Positive
"Average quality, neither too good nor too bad.",Neutral
The sound quality is bad and the battery drains fast.,Negative
Excellent quality headphones with crystal clear sound.,Positive
"Very disappointing purchase, not worth the price.",Negative
The phone heats up quickly even during normal use.,Negative
"Average quality, neither too good nor too bad.",Neutral
"The blender is powerful, easy to clean, and worth every penny.",Positive
The smartwatch is stylish and very accurate with fitness tracking.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
It meets my expectations but didn't exceed them.,Neutral
"Product is okay, works as described but nothing exceptional.",Neutral
The sound quality is bad and the battery drains fast.,Negative
Great build quality and fast delivery.,Positive
"Poor quality fabric, started tearing after one wash.",Negative
Excellent quality headphones with crystal clear sound.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
"Poor quality fabric, started tearing after one wash.",Negative
Great build quality and fast delivery.,Positive
Great build quality and fast delivery.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
"Very disappointing purchase, not worth the price.",Negative
"Poor quality fabric, started tearing after one wash.",Negative
Great build quality and fast delivery.,Positive
"The blender is powerful, easy to clean, and worth every penny.",Positive
The phone heats up quickly even during normal use.,Negative
The laptop crashed multiple times within the first week of use.,Negative
"Average quality, neither too good nor too bad.",Neutral
"Poor quality fabric, started tearing after one wash.",Negative
"Product is okay, works as described but nothing exceptional.",Neutral
This phone's battery lasts all day and the camera quality is amazing.,Positive
"Poor quality fabric, started tearing after one wash.",Negative
"Poor quality fabric, started tearing after one wash.",Negative
The sound quality is bad and the battery drains fast.,Negative
The sound quality is bad and the battery drains fast.,Negative
"Poor quality fabric, started tearing after one wash.",Negative
Great build quality and fast delivery.,Positive
Great build quality and fast delivery.,Positive
"Product is okay, works as described but nothing exceptional.",Neutral
"Product is okay, works as described but nothing exceptional.",Neutral
This phone's battery lasts all day and the camera quality is amazing.,Positive
The laptop crashed multiple times within the first week of use.,Negative
The smartwatch is stylish and very accurate with fitness tracking.,Positive
This phone's battery lasts all day and the camera quality is amazing.,Positive
This phone's battery lasts all day and the camera quality is amazing.,Positive
It meets my expectations but didn't exceed them.,Neutral
The phone heats up quickly even during normal use.,Negative
"The shoes fit well, but the delivery took longer than expected.",Neutral
"Very disappointing purchase, not worth the price.",Negative
"Product is okay, works as described but nothing exceptional.",Neutral
The laptop crashed multiple times within the first week of use.,Negative
The phone heats up quickly even during normal use.,Negative
This phone's battery lasts all day and the camera quality is amazing.,Positive
